,DonorID,Age,Gender,Location,JoinDate,DonationID,DonationDate,Amount,CampaignID,CampaignName,StartDate,EndDate,TargetAmount,ActualAmount,Channel,Date,EngagementOutcome,ImpactType,Value,Cost
21830,DNR00230,62,Male,NSW,2020-04-11 22:59:27.552825,DNT006927,2022-04-29,34.31,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,24/12/2023,Engaged,Workshops Delivered,31.0,100.0
21855,DNR00230,62,Male,NSW,2020-04-11 22:59:27.552825,DNT012681,2023-10-19,149.71,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,24/12/2023,Engaged,Workshops Delivered,37.0,100.0
21880,DNR00230,62,Male,NSW,2020-04-11 22:59:27.552825,DNT017386,2022-08-29,119.47,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,24/12/2023,Engaged,Workshops Delivered,22.0,100.0
21905,DNR00231,66,Female,NT,2018-06-08 22:59:27.552825,DNT004299,2024-05-23,207.23,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,6/01/2023,Not Reached,Workshops Delivered,27.0,100.0
21945,DNR00231,66,Female,NT,2018-06-08 22:59:27.552825,DNT004767,2025-03-29,60.66,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,6/01/2023,Not Reached,Workshops Delivered,24.0,100.0
21985,DNR00231,66,Female,NT,2018-06-08 22:59:27.552825,DNT005508,2023-01-04,226.91,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,6/01/2023,Not Reached,Workshops Delivered,85.0,100.0
22025,DNR00231,66,Female,NT,2018-06-08 22:59:27.552825,DNT012400,2015-03-28,147.25,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,6/01/2023,Not Reached,Workshops Delivered,31.0,100.0
22065,DNR00232,56,Female,VIC,2023-08-14 22:59:27.552825,DNT000828,2017-04-14,264.91,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Newsletter,8/07/2023,Engaged,Workshops Delivered,22.0,100.0
22085,DNR00232,56,Female,VIC,2023-08-14 22:59:27.552825,DNT002088,2015-11-24,153.62,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,8/07/2023,Engaged,Workshops Delivered,31.0,100.0
22105,DNR00232,56,Female,VIC,2023-08-14 22:59:27.552825,DNT002401,2022-12-27,61.54,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Newsletter,8/07/2023,Engaged,Workshops Delivered,19.0,100.0
22125,DNR00232,56,Female,VIC,2023-08-14 22:59:27.552825,DNT002606,2025-04-13,103.41,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Newsletter,8/07/2023,Engaged,Workshops Delivered,25.0,100.0
22145,DNR00232,56,Female,VIC,2023-08-14 22:59:27.552825,DNT009132,2021-10-11,242.55,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,8/07/2023,Engaged,Workshops Delivered,25.0,100.0
22165,DNR00232,56,Female,VIC,2023-08-14 22:59:27.552825,DNT011557,2019-05-14,76.75,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,8/07/2023,Engaged,Workshops Delivered,40.0,100.0
22185,DNR00233,71,Female,QLD,2022-03-11 22:59:27.552825,DNT000016,2025-01-29,47.65,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Social Media,14/01/2023,Engaged,Workshops Delivered,31.0,100.0
22225,DNR00233,71,Female,QLD,2022-03-11 22:59:27.552825,DNT002788,2019-08-29,123.4,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,14/01/2023,Engaged,Workshops Delivered,27.0,100.0
22265,DNR00233,71,Female,QLD,2022-03-11 22:59:27.552825,DNT004855,2019-06-28,270.42,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,14/01/2023,Engaged,Workshops Delivered,37.0,100.0
22305,DNR00233,71,Female,QLD,2022-03-11 22:59:27.552825,DNT012649,2018-04-02,23.45,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,14/01/2023,Engaged,Workshops Delivered,22.0,100.0
22345,DNR00234,67,Male,WA,2021-05-08 22:59:27.552825,DNT000789,2016-02-12,53.87,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,27/11/2022,Bounced,Workshops Delivered,85.0,100.0
22390,DNR00234,67,Male,WA,2021-05-08 22:59:27.552825,DNT003907,2023-11-27,153.1,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Newsletter,27/11/2022,Bounced,Workshops Delivered,37.0,100.0
22435,DNR00234,67,Male,WA,2021-05-08 22:59:27.552825,DNT006684,2017-10-31,52.02,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,27/11/2022,Bounced,Workshops Delivered,25.0,100.0
22480,DNR00234,67,Male,WA,2021-05-08 22:59:27.552825,DNT012948,2018-03-26,57.22,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Newsletter,27/11/2022,Bounced,Workshops Delivered,40.0,100.0
22525,DNR00234,67,Male,WA,2021-05-08 22:59:27.552825,DNT017754,2023-08-03,52.93,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,27/11/2022,Bounced,Workshops Delivered,25.0,100.0
22570,DNR00235,22,Female,NSW,2022-03-19 22:59:27.552825,DNT002756,2022-07-01,133.64,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,3/01/2023,Engaged,Workshops Delivered,40.0,100.0
22595,DNR00235,22,Female,NSW,2022-03-19 22:59:27.552825,DNT005385,2019-10-05,42.1,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,3/01/2023,Engaged,Workshops Delivered,24.0,100.0
22620,DNR00235,22,Female,NSW,2022-03-19 22:59:27.552825,DNT012518,2015-02-04,88.92,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,3/01/2023,Engaged,Workshops Delivered,37.0,100.0
22645,DNR00236,34,Other,ACT,2016-03-06 22:59:27.552825,DNT007076,2019-11-19,98.88,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,2/09/2022,Not Reached,Workshops Delivered,24.0,100.0
22675,DNR00236,34,Other,ACT,2016-03-06 22:59:27.552825,DNT010588,2019-01-05,15.91,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,2/09/2022,Not Reached,Workshops Delivered,22.0,100.0
22705,DNR00236,34,Other,ACT,2016-03-06 22:59:27.552825,DNT012662,2016-08-28,19.33,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,2/09/2022,Not Reached,Workshops Delivered,40.0,100.0
22735,DNR00237,54,Male,QLD,2022-09-20 22:59:27.552825,DNT000801,2023-06-17,22.93,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,2/10/2022,Not Reached,Workshops Delivered,22.0,100.0
22755,DNR00237,54,Male,QLD,2022-09-20 22:59:27.552825,DNT001876,2021-11-28,109.63,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,2/10/2022,Not Reached,Workshops Delivered,25.0,100.0
22775,DNR00237,54,Male,QLD,2022-09-20 22:59:27.552825,DNT008506,2016-04-16,63.51,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,2/10/2022,Not Reached,Workshops Delivered,22.0,100.0
22795,DNR00237,54,Male,QLD,2022-09-20 22:59:27.552825,DNT017164,2017-03-27,149.47,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Phone Call,2/10/2022,Not Reached,Workshops Delivered,25.0,100.0
22815,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT000990,2015-12-02,62.28,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,2/09/2022,Engaged,Workshops Delivered,25.0,100.0
22855,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT004709,2019-02-04,93.48,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,2/09/2022,Engaged,Workshops Delivered,27.0,100.0
22895,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT005760,2024-03-09,164.12,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,2/09/2022,Engaged,Workshops Delivered,25.0,100.0
22935,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT005964,2024-12-18,250.63,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,2/09/2022,Engaged,Workshops Delivered,37.0,100.0
22975,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT009390,2023-09-15,265.82,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Social Media,2/09/2022,Engaged,Workshops Delivered,22.0,100.0
23015,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT010231,2024-03-21,412.88,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,2/09/2022,Engaged,Workshops Delivered,19.0,100.0
23055,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT010302,2023-04-28,55.02,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Social Media,2/09/2022,Engaged,Workshops Delivered,85.0,100.0
23095,DNR00238,68,Other,VIC,2022-03-18 22:59:27.552825,DNT016858,2025-01-21,42.57,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,2/09/2022,Engaged,Workshops Delivered,24.0,100.0
23135,DNR00239,55,Female,VIC,2018-06-05 22:59:27.552825,DNT001155,2023-10-21,24.8,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,7/12/2022,Bounced,Workshops Delivered,37.0,100.0
23165,DNR00239,55,Female,VIC,2018-06-05 22:59:27.552825,DNT004933,2018-05-05,17.01,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,7/12/2022,Bounced,Workshops Delivered,31.0,100.0
23195,DNR00239,55,Female,VIC,2018-06-05 22:59:27.552825,DNT006952,2017-08-08,36.04,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,7/12/2022,Bounced,Workshops Delivered,22.0,100.0
23225,DNR00239,55,Female,VIC,2018-06-05 22:59:27.552825,DNT008865,2022-02-28,14.79,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Phone Call,7/12/2022,Bounced,Workshops Delivered,24.0,100.0
23255,DNR00239,55,Female,VIC,2018-06-05 22:59:27.552825,DNT012522,2018-02-21,26.13,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,7/12/2022,Bounced,Workshops Delivered,37.0,100.0
23285,DNR00240,47,Other,QLD,2016-05-05 22:59:27.552825,DNT000944,2015-05-19,87.83,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,5/12/2022,Engaged,Workshops Delivered,37.0,100.0
23330,DNR00240,47,Other,QLD,2016-05-05 22:59:27.552825,DNT001731,2016-05-04,21.78,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,5/12/2022,Engaged,Workshops Delivered,85.0,100.0
23375,DNR00240,47,Other,QLD,2016-05-05 22:59:27.552825,DNT006640,2017-07-05,327.3,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,5/12/2022,Engaged,Workshops Delivered,37.0,100.0
23420,DNR00240,47,Other,QLD,2016-05-05 22:59:27.552825,DNT007478,2020-05-11,191.83,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,5/12/2022,Engaged,Workshops Delivered,85.0,100.0
23465,DNR00240,47,Other,QLD,2016-05-05 22:59:27.552825,DNT009397,2020-06-27,62.39,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,5/12/2022,Engaged,Workshops Delivered,25.0,100.0
23510,DNR00240,47,Other,QLD,2016-05-05 22:59:27.552825,DNT016904,2015-04-27,28.73,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,5/12/2022,Engaged,Workshops Delivered,27.0,100.0
23555,DNR00241,51,Male,NSW,2023-11-06 22:59:27.552825,DNT000031,2017-11-15,34.72,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,30/08/2022,Engaged,Workshops Delivered,25.0,100.0
23600,DNR00241,51,Male,NSW,2023-11-06 22:59:27.552825,DNT001244,2024-10-20,43.28,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,30/08/2022,Engaged,Workshops Delivered,25.0,100.0
23645,DNR00241,51,Male,NSW,2023-11-06 22:59:27.552825,DNT001808,2022-02-17,17.3,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,30/08/2022,Engaged,Workshops Delivered,25.0,100.0
23690,DNR00241,51,Male,NSW,2023-11-06 22:59:27.552825,DNT011256,2018-09-10,130.88,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,30/08/2022,Engaged,Workshops Delivered,40.0,100.0
23735,DNR00242,41,Other,TAS,2021-07-05 22:59:27.552825,DNT009254,2015-07-22,84.2,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Newsletter,23/08/2024,Unsubscribed,Workshops Delivered,25.0,100.0
23745,DNR00242,41,Other,TAS,2021-07-05 22:59:27.552825,DNT014225,2017-09-04,113.21,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Newsletter,23/08/2024,Unsubscribed,Workshops Delivered,85.0,100.0
23755,DNR00243,72,Female,SA,2018-06-22 22:59:27.552825,DNT007249,2015-08-16,132.2,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,30/10/2023,Unsubscribed,Workshops Delivered,40.0,100.0
23785,DNR00243,72,Female,SA,2018-06-22 22:59:27.552825,DNT008485,2018-12-20,85.73,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,30/10/2023,Unsubscribed,Workshops Delivered,19.0,100.0
23815,DNR00244,46,Female,NSW,2018-03-11 22:59:27.552825,DNT007810,2017-02-06,77.82,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,4/03/2023,Engaged,Workshops Delivered,22.0,100.0
23855,DNR00244,46,Female,NSW,2018-03-11 22:59:27.552825,DNT008584,2015-05-20,96.6,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,4/03/2023,Engaged,Workshops Delivered,25.0,100.0
23895,DNR00244,46,Female,NSW,2018-03-11 22:59:27.552825,DNT015869,2021-03-18,148.01,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,4/03/2023,Engaged,Workshops Delivered,22.0,100.0
23935,DNR00245,27,Male,NT,2019-03-02 22:59:27.552825,DNT007545,2018-04-21,117.28,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,14/10/2023,Unsubscribed,Workshops Delivered,25.0,100.0
23955,DNR00245,27,Male,NT,2019-03-02 22:59:27.552825,DNT009425,2022-10-09,23.02,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,14/10/2023,Unsubscribed,Workshops Delivered,27.0,100.0
23975,DNR00245,27,Male,NT,2019-03-02 22:59:27.552825,DNT010243,2024-06-28,70.09,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,14/10/2023,Unsubscribed,Workshops Delivered,85.0,100.0
23995,DNR00245,27,Male,NT,2019-03-02 22:59:27.552825,DNT010801,2022-03-23,35.9,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,14/10/2023,Unsubscribed,Workshops Delivered,25.0,100.0
24015,DNR00245,27,Male,NT,2019-03-02 22:59:27.552825,DNT016346,2017-02-16,218.9,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,14/10/2023,Unsubscribed,Workshops Delivered,27.0,100.0
24035,DNR00246,22,Female,VIC,2018-07-20 22:59:27.552825,DNT001148,2015-08-27,95.87,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,18/12/2022,Engaged,Workshops Delivered,85.0,100.0
24080,DNR00246,22,Female,VIC,2018-07-20 22:59:27.552825,DNT010849,2017-12-05,155.04,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,18/12/2022,Engaged,Workshops Delivered,31.0,100.0
24125,DNR00246,22,Female,VIC,2018-07-20 22:59:27.552825,DNT013948,2015-01-02,50.08,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Phone Call,18/12/2022,Engaged,Workshops Delivered,31.0,100.0
24170,DNR00247,30,Female,NT,2024-03-08 22:59:27.552825,DNT003892,2019-06-30,401.7,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Phone Call,17/09/2024,Bounced,Workshops Delivered,40.0,100.0
24175,DNR00247,30,Female,NT,2024-03-08 22:59:27.552825,DNT007254,2016-02-28,109.22,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,17/09/2024,Bounced,Workshops Delivered,37.0,100.0
24180,DNR00247,30,Female,NT,2024-03-08 22:59:27.552825,DNT008214,2021-02-02,14.15,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Phone Call,17/09/2024,Bounced,Workshops Delivered,22.0,100.0
24185,DNR00247,30,Female,NT,2024-03-08 22:59:27.552825,DNT011835,2016-02-16,101.68,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Phone Call,17/09/2024,Bounced,Workshops Delivered,27.0,100.0
24190,DNR00247,30,Female,NT,2024-03-08 22:59:27.552825,DNT015491,2019-08-14,112.03,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Phone Call,17/09/2024,Bounced,Workshops Delivered,25.0,100.0
24195,DNR00247,30,Female,NT,2024-03-08 22:59:27.552825,DNT015528,2022-02-12,176.4,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Phone Call,17/09/2024,Bounced,Workshops Delivered,85.0,100.0
24200,DNR00248,28,Other,NSW,2018-05-23 22:59:27.552825,DNT003031,2020-12-14,56.97,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Social Media,12/07/2023,Bounced,Workshops Delivered,25.0,100.0
24215,DNR00248,28,Other,NSW,2018-05-23 22:59:27.552825,DNT004339,2018-10-16,59.2,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Social Media,12/07/2023,Bounced,Workshops Delivered,24.0,100.0
24230,DNR00248,28,Other,NSW,2018-05-23 22:59:27.552825,DNT009839,2020-12-19,141.7,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Social Media,12/07/2023,Bounced,Workshops Delivered,37.0,100.0
24245,DNR00248,28,Other,NSW,2018-05-23 22:59:27.552825,DNT011418,2024-06-11,307.08,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Social Media,12/07/2023,Bounced,Workshops Delivered,40.0,100.0
24260,DNR00249,40,Other,ACT,2016-05-16 22:59:27.552825,DNT000245,2018-01-02,27.43,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,19/08/2022,Engaged,Workshops Delivered,19.0,100.0
24305,DNR00249,40,Other,ACT,2016-05-16 22:59:27.552825,DNT003438,2018-02-18,22.32,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,19/08/2022,Engaged,Workshops Delivered,25.0,100.0
24350,DNR00249,40,Other,ACT,2016-05-16 22:59:27.552825,DNT004845,2025-03-03,145.59,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,19/08/2022,Engaged,Workshops Delivered,19.0,100.0
24395,DNR00249,40,Other,ACT,2016-05-16 22:59:27.552825,DNT009420,2021-02-06,146.54,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,19/08/2022,Engaged,Workshops Delivered,37.0,100.0
24440,DNR00249,40,Other,ACT,2016-05-16 22:59:27.552825,DNT016378,2016-12-11,335.0,CAMP008,Youth Initiative 008,59:27.6,59:27.6,98200.79,102566.77,Email,19/08/2022,Engaged,Workshops Delivered,85.0,100.0
24485,DNR00250,28,Female,NT,2019-01-01 22:59:27.552825,DNT004444,2023-06-21,112.08,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Social Media,22/08/2024,Not Reached,Workshops Delivered,27.0,100.0
24490,DNR00250,28,Female,NT,2019-01-01 22:59:27.552825,DNT005561,2021-03-22,29.64,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,22/08/2024,Not Reached,Workshops Delivered,19.0,100.0
24495,DNR00250,28,Female,NT,2019-01-01 22:59:27.552825,DNT010043,2024-06-29,99.6,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Social Media,22/08/2024,Not Reached,Workshops Delivered,25.0,100.0
24500,DNR00250,28,Female,NT,2019-01-01 22:59:27.552825,DNT012191,2016-07-12,101.62,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Social Media,22/08/2024,Not Reached,Workshops Delivered,19.0,100.0
24505,DNR00251,21,Male,NT,2015-05-11 22:59:27.552825,DNT014538,2015-10-04,287.77,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Email,22/11/2022,Unsubscribed,Workshops Delivered,27.0,100.0
24525,DNR00252,20,Other,NT,2024-01-18 22:59:27.552825,DNT013112,2015-04-09,39.56,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Phone Call,7/09/2023,Unsubscribed,Workshops Delivered,37.0,100.0
24560,DNR00252,20,Other,NT,2024-01-18 22:59:27.552825,DNT016952,2019-10-15,20.12,CAMP004,Youth Initiative 004,59:27.6,59:27.6,49248.12,56117.36,Phone Call,7/09/2023,Unsubscribed,Workshops Delivered,27.0,100.0
24595,DNR00253,67,Male,QLD,2016-12-16 22:59:27.552825,DNT000641,2015-05-04,71.54,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,21/10/2022,Engaged,Workshops Delivered,25.0,100.0
24620,DNR00253,67,Male,QLD,2016-12-16 22:59:27.552825,DNT009311,2017-09-25,40.56,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,21/10/2022,Engaged,Workshops Delivered,24.0,100.0
24645,DNR00253,67,Male,QLD,2016-12-16 22:59:27.552825,DNT016587,2020-05-21,73.2,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,21/10/2022,Engaged,Workshops Delivered,24.0,100.0
24670,DNR00254,36,Male,VIC,2021-06-26 22:59:27.552825,DNT000043,2021-07-04,80.52,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,12/09/2022,Unsubscribed,Workshops Delivered,19.0,100.0
24710,DNR00254,36,Male,VIC,2021-06-26 22:59:27.552825,DNT002652,2019-04-19,212.43,CAMP007,Youth Initiative 007,59:27.6,59:27.6,98304.41,79225.78,Email,12/09/2022,Unsubscribed,Workshops Delivered,24.0,100.0
24750,DNR00254,36,Male,VIC,2021-06-26 22:59:27.552825,DNT016495,2015-06-10,156.14,CAMP001,Youth Initiative 001,59:27.6,59:27.6,67859.39,57113.83,Email,12/09/2022,Unsubscribed,Workshops Delivered,25.0,100.0
24790,DNR00255,45,Female,SA,2017-03-26 22:59:27.552825,DNT014555,2015-09-18,84.7,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Newsletter,4/09/2022,Bounced,Workshops Delivered,31.0,100.0
24835,DNR00256,23,Male,NSW,2016-12-05 22:59:27.552825,DNT001747,2023-07-08,17.99,CAMP009,Youth Initiative 009,59:27.6,59:27.6,69723.66,68170.79,Email,9/12/2022,Engaged,Workshops Delivered,37.0,100.0
24860,DNR00256,23,Male,NSW,2016-12-05 22:59:27.552825,DNT009061,2023-09-10,11.61,CAMP002,Youth Initiative 002,59:27.6,59:27.6,58107.99,44689.69,Email,9/12/2022,Engaged,Workshops Delivered,22.0,100.0
24885,DNR00256,23,Male,NSW,2016-12-05 22:59:27.552825,DNT017411,2023-11-18,28.18,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,9/12/2022,Engaged,Workshops Delivered,25.0,100.0
24910,DNR00257,29,Female,VIC,2015-10-07 22:59:27.552825,DNT000477,2016-02-03,127.55,CAMP005,Youth Initiative 005,59:27.6,59:27.6,54063.32,62346.29,Email,8/10/2022,Engaged,Workshops Delivered,31.0,100.0
24940,DNR00257,29,Female,VIC,2015-10-07 22:59:27.552825,DNT000541,2015-02-03,26.88,CAMP010,Youth Initiative 010,59:27.6,59:27.6,50455.82,54176.99,Email,8/10/2022,Engaged,Workshops Delivered,40.0,100.0
24970,DNR00257,29,Female,VIC,2015-10-07 22:59:27.552825,DNT003660,2015-05-08,27.8,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,8/10/2022,Engaged,Workshops Delivered,19.0,100.0
25000,DNR00257,29,Female,VIC,2015-10-07 22:59:27.552825,DNT007560,2024-05-25,128.26,CAMP003,Youth Initiative 003,59:27.6,59:27.6,38582.41,33179.39,Email,8/10/2022,Engaged,Workshops Delivered,19.0,100.0
25030,DNR00257,29,Female,VIC,2015-10-07 22:59:27.552825,DNT012359,2019-07-12,19.12,CAMP006,Youth Initiative 006,59:27.6,59:27.6,33193.34,39159.84,Email,8/10/2022,Engaged,Workshops Delivered,25.0,100.0
